id,text,label,Comments
230,"A percentile ranking, given out of 100, shows how a country performed when compared to others belonging to the same income group. There were 62 candidate countries in the low-income group, including Bangladesh.",neutral,
231,"“Of the 80 country scorecards created by MCC, 25 countries passed the evaluation,” said MCC.",positive,
232,"Bangladesh was categorised in the zero percentile in health expenditures category. The country’s second-lowest score was in controlling corruption, ranked only in the sixth percentile. Its third lowest score of 11 percent came in freedom of information.",neutral,
233,One of the categories Bangladesh passed in is inflation.,positive,
234,"“A country’s inflation rate must be under a fixed ceiling of 15 percent,” said the report, adding, “Bangladesh’s rate is 6.2 percent, putting it in the 63rd percentile, while it fell to the 59th percentile in the fiscal policy category.”",neutral,
235,"The minimum threshold score for political rights was 17 out of 40, and Bangladesh scored 15, meaning it failed there too. It also scored the absolute minimum when it came to civil liberties.",negative,
236,"The country’s scores in government effectiveness, regulatory quality, gender in economy, and education expenditures were all below the 20th percentile.",negative,
237,"The Asian countries that passed the evaluation include Nepal, Bhutan, India, Philippines, Sri Lanka, Vietnam, Mongolia, Uzbekistan, Tajikistan, Timor-Leste and Kyrgyzstan.",neutral,
238,"Last year, Senegal, Gambia, Togo, Cote d’Ivoire, Mozambique, Sierra Leone, and Zambia were selected for MCC grant.",neutral,
239,"Approximately 2-3 children die every hour from pneumonia in Bangladesh, according to icddr,b.",negative,
240,"In Bangladesh, at least 24,000 children die every year from pneumonia, which is 24 percent of all deaths in under-five children, show results from multiple studies.",negative,
241,"Globally, pneumonia remained the top infectious killer of children under five, with 0.7 million deaths annually, representing 14 percent of all such deaths.",neutral,
242,"The research papers were presented yesterday at a discussion, organised by icddr,b, titled “Childhood Pneumonia: Are We Doing Enough?” in the lead-up to World Pneumonia Day which is observed on November 12.",neutral,
243,"Dr Mohammod Jobayer Chisti, a senior scientist at icddr,b, presented some of icddr,b’s research studies on pneumonia.",neutral,
244,"The research was conducted by Dr Chisti, Dr Nur Haque Alam, Dr K Zaman, and Dr Ahmed Ehsanur Rahman, which have been successfully trialled and piloted in Bangladesh and elsewhere.",positive,
245,"The previous five years have seen stagnation at roughly 7.4 fatalities per thousand live births, coupled with an estimated 4 million new cases and roughly 677,000 hospitalisations annually, according to icddr,b.",neutral,
246,This is in spite of significant reductions in mortality over the decades.,positive,
247,Dr Chisti highlighted that the causes of pneumonia in children in Bangladesh differ from the global scenario.,neutral,
248,"He emphasised the unique causes of pneumonia in hospitalised Bangladeshi children, with studies from 2019 and 2021 illustrating a high prevalence of antibiotic-resistant gram-negative bacteria.",neutral,
249,"These findings show that rare gram-negative bacteria are emerging as new causes of childhood pneumonia, he said.",neutral,
250,"Dr Chisti pointed to icddr,b research confirming that improving air quality within homes could halve pneumonia mortality risks, while hand washing could reduce cases by around 21 percent.",positive,
251,"“Vaccine studies conducted by icddr,b in 2007 and 2020 have identified vaccines suited to the local context, including the RSV vaccine for pregnant women, which is proving to be a valuable tool in preventing severe pneumonia and hypoxemia (low level of oxygen in the blood) in infants,” added Chisti.",positive,
252,"When we, the voters, should have been looking around for suitable candidates to vote for and punish the previous ones who have let us down, we are instead passing our days in suspense and worry, and enduring each night in fear of plainclothes policemen (or their impersonators) barging into our homes and making us “disappear” because a friend or a relative at some point joined an opposition procession somewhere. And due to the opposition, we are being forced to either close down our offices, businesses, shops, factories, and schools, or operate them at the risk of being attacked at any time. We demand in the strongest of terms that our political leaders, from both sides, desist from their present politics and end our living in this unnerving state.",negative,
253,"One after another, megaprojects—the Bangabandhu Tunnel, Terminal 3 of the Dhaka airport, the Padma Bridge Railway Link, the MRT Line-6, the Dhaka Elevated Expressway—are being inaugurated, making us extremely proud of our government’s achievements. But before these accomplishments can sink into our minds, we are being traumatised by the political unrest which both the government and the opposition are responsible for; the former significantly more as it has taken no initiative to settle pre-existing issues before the latter took to the streets with its movement and consequent violence. This overwhelming sense of not knowing what’s next is sapping us of the energy and hope that is crucially necessary to push the country forward.",positive,
254,"Every day, experts, business leaders, bankers and thought leaders are warning us of our economy’s fragile state. Consumers are being battered by high inflation, which touched 9.93 percent (point-to-point) in October, and with food inflation hitting a 12-year high at 12.54 percent. Exports earnings are dipping low, as are the value of taka and our foreign currency reserve.",negative,
255,Why are our leaders being irresponsible and turning a deaf ear to these dire predictions?,negative,
256,"Our prime minister has repeated ad nauseam her determination to hold a free and fair election. But do her and her party’s recent actions show that such is their aim? Is calling the opposition a “terrorist organisation” and its leaders all sorts of names, as well as using the most threatening language while referring to them, create an environment for a decent election?",negative,
257,"According to our report on November 8, family members, drivers, assistants, and elderly relatives of any concealed person that police are looking for are also being arrested. Such actions cannot take place unless there is a total disregard for the law. Forget the fundamental legal tenet that one is innocent until proven guilty; the present practice is to punish anybody—children, spouses, elderly relatives, extended family members, friends, and paid assistants—in order to force the person the police are seeking to come out of hiding. This is a travesty of justice of the highest order.",negative,
258,"According to BNP, 8,951 of its leaders and activists have been arrested across the country since October 28, 2023. According to Dhaka Metropolitan police (DMP), 1,636 BNP leaders and activists have been arrested and 112 cases have been filed against them in the 10 days after the same date. The figure is much higher when arrests made on the whole are considered.",positive,
259,"Then there is the question of how BNP leaders are treated once in jail. Since they are all arrested under specific charges—unlawful assembly, deterring police duty, damage to property, blasting explosives, and vandalism—they are treated like common criminals and not as political prisoners entitled to better treatment. Mirza Abbas, a very senior BNP leader and a former minister, claimed in court that he was forced to sleep on the floor of his cell along with all sorts of criminals.",negative,
260,"According to Prothom Alo, the total number of prisoners in the country’s 68 jails was around 77,000, based on a statement made in parliament by the home minister on September 22. However, as of November 7, there were 88,000 prisoners, making for twice the number that our prisons can hold. This sudden rise is mostly due to the imprisonment of BNP activists after their October 28 gathering. According to the rules, each prisoner is entitled to a six-feet-by-six-feet space as a basic right. Even this the jail authorities are currently unable to provide.",negative,
261,"The specific case of Mirza Fakhrul Islam Alamgir, the secretary general of BNP (a very senior and highly respected politician), shows how laws are being used to punish politicians. He is 75 years old and suffers from many ailments, including cardiac issues. He was arrested on the morning of October 29 for the unlikely allegation of “attacking the residence of the chief justice.” He moved for bail on November 2, and the learned judge fixed the date of hearing for November 20. Two things need to be pointed out here. Firstly, is it believable that a man of his stature would attack the house of the chief justice? Wouldn’t that have attracted the attention of the respected judge? Secondly, by fixing the hearing date 18 days later, it was ensured that Fakhrul would serve a jail term of 18 days even before a word can be uttered about his fundamental rights. This is as clear a lesson as any for all who may contemplate joining any of the opposition rallies in the future.",negative,
262,"Is it conceivable that we could have a free and fair election under these circumstances? With such government oppression and all-out efforts to destroy the biggest opposition party, what hope can there be of any election, let alone a free and fair one? Whatever distance already existed between the two political rivals, it has now been burdened further by a profound sense of anger, indignity, injustice, maltreatment and outright demonisation, destroying any chance—if there ever was any in the first place—of political rapprochement.",negative,
263,"In the name of holding free and fair elections, the government has unleashed a policy of totally crushing BNP into smithereens. It has also initiated the discredited policy of creating factions and luring away some disgruntled elements to form a rival group, which will presumably toe the government’s line.",negative,
264,"So, what is going on is election engineering, not preparation for a free and fair election. A lot of money is at play, and the police and legal system are being used. The net result is that, instead of the public selecting our leaders through the exercise of their franchise, a set of preselected leaders will be forced upon us via all sorts of chicanery and manipulation. This would have been called a charade in any other country. But for us, this is how we fulfil our pledge to “uphold democracy at any cost.”",neutral,
265,"Police sued 11,000 unnamed garment workers over vandalism and clashes with law enforcers in Gazipur’s Konabari area.",negative,
266,"A Gazipur court yesterday sent 11 arrestees to jail, who were held by Rab and police on Thursday, in one of the cases.",positive,
267,"Abu Sayed, sub-inspector of Gazipur Metropolitan’s Konabari Police Station, filed the case against 12 workers, including the arrestees, and 3,000-4,000 others unnamed on Thursday night.",neutral,
268,"Talking to The Daily Star, Sayed said the workers ransacked Tusuka factory in Konabari, demanding a wage hike. A car of a deputy commissioner of Gazipur Metropolitan Police was also vandalised in front of the factory.",negative,
269,"The arrestees are workers of different factories. Efforts are on to arrest the others, he added.",neutral,
270,"On Wednesday, SI Sanir Hasan Khan of Konabari Police Station filed another case accusing 6,000-7,000 unnamed people.",positive,
271,"Workers said they started demonstrating on the premises of Tusuka Garments around 3:00pm on Thursday, adding that the management then called in police who beat up several workers.",negative,
272,"The protesters threw brick chunks at police and the factory, said witnesses.",negative,
273,"Police used teargas, sound grenades, and firearms to disperse the workers.",negative,
274,"“We demonstrated demanding wage hike of workers but were not involved in vandalism. A false case has been filed against me. I left Konabari area and have been staying elsewhere to avoid arrest,” he said.",neutral,
275,Another labour leader of Kashimpur area said he was not sued in any case. Yet he was in fear because police could put them in jail if they want.,negative,
276,"The workers, who demonstrated, are now leaving are not staying in their homes, he said.",negative,
277,"Following the clashes, over 160 factories were shuttered in Ashulia and Gazipur on Thursday.",negative,
278,"Sarwar Hossain, general secretary of Garment Sramik Oikya League, said they found hanging of closure notices in front of many factories in Ashulia yesterday. The notices say the factories were closed under section 13(1) of the labour law, which states “no work, no pay”.",negative,
279,"Over the last two weeks, workers demonstrating for a minimum wage of Tk 23,000 clashed with law enforcers in Gazipur, Savar, and the capital’s Mirpur.",negative,
280,"On October 30, garment worker Rasel Howlader, 26, died after Gazipur Industrial Police personnel allegedly shot him at close range, and on November 8, Anjuara Khatun, 28, a sewing machine operator of Islam Garments in Gazipur, died of gunshot injuries after police opened fire on protesters.",negative,
281,"Rejecting the new minimum wage of Tk 12,500 set by an RMG sector wage board, Mojuri Briddhite Garment Sramik Andolan, an alliance of 11 labour organisations, yesterday demanded at least Tk 25,000 per month.",neutral,
282,"At a rally in front of the Jatiya Press Club, they also demanded justice for three deceased workers, one of whom was found dead after a factory fire.",positive,
283,"They said when the garment workers have been demanding better pay, the incident of attacks on them in Gazipur and Ashulia was shameful.",neutral,
284,"Taslima Akhtar, the coordinator of the alliance, said the workers are being threatened with closure of factories , laying offs, and recruitment halt.",negative,
285,"Workers must be given wages on which they can survive. There is no room to ignore this justified demand, she said.",positive,
286,"“The wage board says 56 percent pay has been increased. But if we look at the annual increment, it stands at 39 percent. If we see the inflation, prices of commodities, it is not possible for the workers to survive with Tk 12,500.”",neutral,
287,"At another rally in front of the capital’s National Museum yesterday, Karmojibi Nari, a non-government organisation, said they don’t want a wage board that does not work for the workers.",positive,
288,Members of Border Guard Bangladesh (BGB) yesterday recovered 2.10 lakh pieces of contraband yaba tablets from Teknaf upazila of Cox’s Bazar along the Myanmar border.,positive,
289,"Two teams of the frontier force jointly conducted a drive in Alugola area along Nazirpara border under Teknaf upazila early in the morning on tip-off that a shipment of yaba would be smuggled into Bangladesh from Myanmar, said a media release.",positive,
290,"Sensing the presence of Bangladeshi border force, three people fled to a forest leaving 3 bags behind, it reads.",negative,
291,"Later, 2, 10,000 pieces of yaba were recovered from four bags, according to the release.",positive,
292,"Though the BGB personnel continued drives in the forest to nab the suspected drug peddlers till 9:30am, no one was detained in this connection, it added.",negative,
293,"Eight members of the Canadian parliament have written to Prime Minister Sheikh Hasina, expressing their deep desire to see free, fair, and peaceful elections in Bangladesh.",positive,
294,"“In light of the upcoming elections, we urge you to continue developing your democratic tradition by ensuring that the electoral process is free, fair, and peaceful, involving all political parties in a transparent manner,” said the letter issued on Wednesday.",positive,
295,"Brad Redekopp, chair of the eight-member Canada-Bangladesh Parliamentary Friendship Group, tweeted the letter yesterday.",positive,
296,"Recognising that this election will give millions of Bangladeshis the opportunity to express their choice of political party to govern Bangladesh, they provided a few expectations.",positive,
297,"“We expect your government to protect freedom of expression and to protect dissenting voice. We expect diligent work to ensure voting irregularities such as voter intimidation, vote rigging, and ballot box stuffing are not allowed to occur,” they said.",neutral,
298,"They also expected the current government to do everything it can to prevent violence, ensure the protection of all Bangladeshis regardless of their political affiliation, and promote active participation in the election by all eligible Bangladeshi citizens.",positive,
299,"“A robust democracy thrives on the participation of diverse political ideologies and the fair representation of citizens’ choices,” the letter said.",positive,
300,"By allowing all political parties to participate freely and ensuring that the political process is conducted without bias, Bangladesh can demonstrate its commitment to democracy and its respect for the will of the people, they said.",neutral,
301,"The eight Canadian MPs said Canada and Bangladesh enjoy a strong bilateral relationship, and it is their desire that the exchange of people and goods will grow further in the future.",positive,
302,"Other members of the Canadian parliament who signed the letter include Salma Ataullahjan, Salma Zahid, Luc Desilets, Ken Haridie, Larry Brock, Robert Kitchen, and Kevin Waugh.",positive,
303,Unidentified miscreants torched a tourist boat on Kaptai Lake in Rangamati yesterday.,negative,
304,"No one was injured in the incident, our Rangamati correspondent reports quoting the boatman of the tourist boat and police.",positive,
305,"The attack came as the boat was heading towards the Shuvolong Waterfalls with six tourists, said boatman Md Gias Uddin.",negative,
306,"According to Gias, around 10:00am, a group of armed people intercepted the boat when it reached the Kander Mukh area. They forced the tourists and the boatman to get off the boat and set it on fire using petrol.",negative,
307,"Confirming the incident, Ariful Amin, officer-in-charge of Kotwali Police Station, said they have launched an investigation.",positive,
308,"Rows of buses standing idle at terminals, images of torched vehicles and reports of transport workers being burnt alive inside vehicles -- these are some of the events that have recently dominated the news, during the initial two phases of the BNP-Jamaat enforced blockade and hartal.",negative,
309,"However, transport workers who are barely staying alive during these times rarely make the headlines.",negative,
310,"In the last few days, this newspaper talked to transport workers and staffers at bus terminals, in an attempt to shed some light on the grim reality of their lives.",neutral,
311,"These workers depend on earnings per trip, rendering them financially destitute when buses remain off the roads.",negative,
312,"During a visit to the Gabtoli terminal on Thursday morning, this newspaper observed Shariful Islam, the driver of SB Link bus operating on the Dhaka-Nagarpur (Tangail) route, sitting idly with his colleagues.",negative,
313,"“When the wheels of buses don’t move, the wheels of our fortune also remain deadlocked, meaning we don’t earn a single penny.”",negative,
314,"“I have earned Tk 1,200 in the first week of November, thanks to two trips I made between last Friday night and Saturday morning, as there were no blockades on those dates,” he said.",positive,
315,"Even on the weekdays which saw no blockades, long-distance buses refrained from operating due to a passenger shortage, fueled by the persistent fear of arson attacks, he said.",negative,
316,"“Despite long-distance buses operating last weekend, the passenger turnout was notably low, with only 16-17 seats occupied out of our 40-seat buses,” he explained.",neutral,
317,"“I cannot afford to have my family with me in Dhaka; I have two school going children. I usually send money to them in the first week of every month, but I am yet to send any money this month.”",negative,
318,"“The rent for my mess in Dhaka is also overdue, and I don’t know what to do,” he added.",negative,
319,"Hafizur Rahman, 45, another bus driver, of Islam Paribahan in Dhaka-Thakurgaon route, said his earning from the first week of November was Tk 1,500.",positive,
320,"“I’ve witnessed various crises throughout my two-decade-long career, including the pandemic and blockades and hartals in 2013-2014. However, I’ve never experienced such overwhelming difficulties before.”",negative,
321,"“We were already struggling to make ends meet due to the rising cost of essentials,” he said.",negative,
322,"Returning to the terminal yesterday afternoon, the correspondents talked to Rabiul Islam, a counterman at Souhardo Paribahan.",neutral,
323,"Hoping for a substantial passenger turnout on a typical Friday, he said, “Usually, the number of passengers increases on the second Friday of every month as people visit their villages after receiving salary.”",neutral,
324,"“At 2:30pm, one of our buses left with only 3 passengers while the previous one had seven. We (ticket counter staffers) don’t have a fixed monthly income either; we earn 5-10 percent from each ticket sale. This means we earn less with fewer passengers and nothing at all if buses don’t operate.”",negative,
325,"Aminul Islam, another counter staff member, said, “Transport owners receive financial assistance from the government during crisis situations, but we don’t get a single penny.”",negative,
326,"“Transport owners don’t even care about our existence when buses remain off roads. I am unable to send money to my village where my family resides, my rent in Dhaka are also pending.”",negative,
327,"Contacted, Md Alamgir Hossain, the owner of some buses at SB Link Paribahan, said he, too, is struggling to make ends meet. “After trying for hours, I managed to borrow Tk 300 from a friend to go to the kitchen market today (yesterday).”",neutral,
328,“I already have bank loans to pay... how am I going to help my staff?”,neutral,
329,"Seeking anonymity, an owner of 26 buses at Gabtoli, said, “Even if I operate a 36-seat AC bus with 28 passengers, I incur a loss. Now, I am forced to run buses with only 18-20 passengers in the last few days.”",negative,
330,Awami League General Secretary Obaidul Quader yesterday said the party has two tasks to deal with ahead of the elections.,neutral,
331,"“One of them is to prepare for the elections. And another is to maintain electoral atmosphere by dealing with BNP’s clandestine attacks in the name of movement,” said Quader while addressing a joint meeting at AL’s central office on Bangabandhu Avenue in the capital.",neutral,
332,"Stating that an unfavourable situation is prevailing in the political arena, he said this meeting with leaders of Dhaka city north and south AL and affiliated organisations would help strengthen the party’s activities.",positive,
333,"“If the election is held in January’s first week, we have very little time,” said Quader.",neutral,
334,He said BNP’s movement on October 28 to remove Sheikh Hasina from power has failed.,neutral,
335,"“BNP’s old habits of committing violence and arson have returned. They are making every effort to remove Sheikh Hasina from power,” said the AL general secretary.",neutral,
336,"In response to a query, Quader claimed BNP and its allies are instigating garment factory workers’ protests.",negative,
337,"“Most of the demands of garment workers have been resolved. Prime Minister Sheikh Hasina is monitoring the matter,” he said.",positive,
338,He urged the workers to return to work and not be misled by the provocation and rumours of BNP and its allies.,positive,
339,The string of blockades announced by BNP and Jamaat-e-Islami since the end of October has created obstacles for day-to-day activities in all walks of life.,negative,
340,"Students and educational institutions have suffered heavily, as year-end exams are scheduled to take place during the next two months.",negative,
341,"To reduce the risk faced by students who have to travel to attend classes and exams, schools have adopted various measures. Many institutions have shifted regular academic operations to weekends.",neutral,
342,"Samira Yunus, parent of a seventh grader at DPS STS School, said, “My child’s school has moved to online classes -- Sunday through Tuesday, with days off on Wednesday and Thursday. During the weekend, the school is taking in-person classes, and planning to take exams on the weekends too if things continue in the same fashion.”",positive,
343,"Two days off during the week might help students prepare better for exams and refresh themselves, but it has created a difficult situation for working parents.",negative,
344,"“We need weekends to refresh and replenish ourselves, and we need the time off to make sure everything is in order at home. This becomes difficult if we also have to drop off and pick up our children from school on weekends. We are now working seven days a week in the current situation,” Samira added.",neutral,
345,"Some schools have stuck to regular class schedules, but that approach creates its own problems.",negative,
346,"Shukla Dey, senior English teacher at Viqarunnisa Noon School, explains the situation in her school, “In-person classes have continued, but turnout has been very low, which is understandable given the security risks. The teachers are coming to school every day, and many students who live in nearby neighbourhoods are showing up, but turnout of students who live farther away has been low.”",negative,
347,"Moving classes and exams online is being explored as the next natural option, but given the experience of online learning during the pandemic, students and teachers alike are sceptical.",neutral,
348,"“With annual exams coming up, the school has a decision to make on whether exams will be taken in person during weekends or online. As a teacher, the option of online classes or exams is not something I want, as it is not ideal for learning and brings the integrity of the exams into question. Some students may take extra time or outside help to answer exam questions, and teachers don’t have the power to control that remotely,” Shukla added.",neutral,
349,"“For me, it wasn’t a good thing that classes shifted online, because my previous experience during the pandemic meant there was a risk of falling behind with online learning. The last week of term is important for last-minute preparations, as well as tips and suggestions from teachers, so that has been a miss,” he said.",negative,
350,"Even if some students are more comfortable with online learning, the balance and rigour that comes with in-person classes will be missing.",neutral,
351,"Sahnia Faham, a 10th grader at The Aga Khan School, said, “Online classes lets me study by myself and gives extra time to prepare for midterms. However, no class tests are being held at school for the time being. The lack of class tests makes me feel unprepared.”",negative,
352,"“The teachers, thinking we have a tonne of time in hand, have handed out numerous assignments. Considering that class time has been reduced to 30 minutes, it is hard to complete such large tasks and work piles on as I need to reserve time to study by myself.”",neutral,
353,"This model of two exams a day during weekends is being adopted by other schools too, including The Aga Khan School and Maple Leaf International School. These weekend commitments have put a dampener on the amount of recreation students are being afforded.",neutral,
354,"“Not only has online classes compromised our learning, it has also severely messed up our timetables. Extra classes conducted on weekends took away what little time we have for leisure in the first place,” said Rubama Amreen, an eighth-grader at Maple Leaf International School.",negative,
355,"In times of uncertainty, the best bet is often to just stick to normalcy as much as possible. Some schools are doing that, and students have no option but to comply.",neutral,
356,"Nudrat Afridah, a tenth-grader at SFX Greenherald International School, is currently sitting for her exams in person. Her school has stipulated that exams would go on as scheduled during blockades, but if there is a hartal, that exam will move to the weekend.",neutral,
357,"When asked if there was any fear among students having to travel to school, she said, “At first there was some concern, and some of my friends who live far away from the school did see some burnt buses and violence. Our parents worry, but there is not much we can do to change the situation. So, we are just focusing on our studies.”",neutral,
358,"In some cases, when the content was outright fake news, fact checkers were able to intervene and debunk those. But a great number of them are disinformation and they continue to flood the cyberspace to build a narrative to serve vested interests.",negative,
359,"“Disinformation is being used for warfare and it will be used to impact public sentiment in the upcoming elections. The political groups are not spreading fake news unintentionally at all,” said Din M Sumon Rahman, professor of Media Studies and Journalism at the University of Liberal Arts, Bangladesh.",neutral,
360,"Disinformation is different from fake news in that they are spread intentionally, often with a malicious objective. While fake news can also be spread with nasty intents, sometimes they result from honest mistakes and oversights.",negative,
361,"Over the last two months, The Daily Star has examined several hundred posts on dozens of Facebook pages, groups and messaging apps run by some identified, but mostly unidentified, “admins”.",neutral,
362,"Although based on a small sample and is therefore in no way definitive, some patterns have emerged from our findings.",neutral,
363,"Analysis shows, Awami League sympathisers are running anti-BNP propaganda both by bots (fake profiles created to spread disinformation) as well as traceable individuals or groups on Facebook.",negative,
364,"Squeezed between the Digital Security Act and state agencies tasked with weeding out “anti-state” content from social media, the “cyber warriors” of BNP, Jamaat-e-Islami and other opposition parties seem to be reliant on spamming in unnamed Telegram channels and group chats and “foreign influencers”.",negative,
365,"Some of these pro-opposition foreign influencers are Bangladeshi nationals now living abroad, dishing out disinformation among tens of thousands of followers.",negative,
366,"Many of the social media groups, on all sides, identify themselves as news organisations, and are categorised as “news sites” in Facebook. However, they have no discernible authors or publishers.",neutral,
367,"Another tactic involves sabotaging the opposition -- by pretending to be from the opposition parties, such as by opening pages bearing names of the opposition party or its leaders, and then disseminating disinformation about the opposition.",neutral,
368,"Yet another tactic is using a “thirst trap” where a page is created as a fake female profile. An audience base is built by posting photos and videos of women and girls to entice followers. Subsequently, the page switches gears and starts posting the contents they want to disseminate – in this case political disinformation.",negative,
369,Many of these groups cover their tracks and are run by profiles that function like social media bots. It is incredibly difficult to find an actual profile of a person as an admin of these groups.,neutral,
370,"Some of the telltale ways to recognise a bot include scanty information on the profile, stock photos as profile photos, a plethora of friends of wildly different backgrounds and locked profiles.",neutral,
371,"Between August 28 and 29, a fake video claiming that the former United Nations resident coordinator to Bangladesh made a statement saying how Bangladeshi elections do not need to be held under UN supervision. The video was cross-posted across 39 pages.",negative,
372,Cross-posting is a special Facebook feature that allows uploading of posts on multiple pages from a central content library in a coordinated way.,neutral,
373,"An analysis of several posts made by these pages show that the same group of Facebook pages like Dhaka Television, Bangladesher Rajniti, Breaking News-Live, Sports 24x7 and several others, cross-post various contents in a coordinated manner.",neutral,
374,"An analysis of several posts made by these pages show that the same group of Facebook pages like Dhaka Television, Bangladesher Rajniti, Breaking News-Live, Sports 24x7 and several others, cross-post various contents in a coordinated manner.",neutral,
375,"It also does not exist on the list of registered television channels in Bangladesh, nor does its corresponding news portal exist on the registration lists of the information ministry. It is also not among the registered IPTVs (internet protocol televisions). The website uses a foreign IP address, of a cloud server based in Singapore, making it impossible to track its local address.",negative,
376,"On the night of October 29, a day after the street violence centring on BNP’s rally, Dhaka Television, Breaking News-Live, Bangladesher Rajneeti and News Update posted a video titled “Daily Star out to save BNP criminals” all within two minutes -- between 10:29pm and 10:31pm.",neutral,
377,The video seeks to discredit a news report by The Daily Star interviewing the driver who said on the record that two men wearing “police vests” set a bus on fire on Malibagh flyover in the capital.,negative,
378,Police later analysed CCTV footage and arrested one alleged imposter who was wearing a bullet-proof jacket with “Press” written on it. The driver only identified the bullet-proof jacket as a police vest.,neutral,
379,"Dhaka Television is the owner of the video, while the other three cross-posted it. After the initial post, the page of Dhaka Television then posted this video in at least 23 Facebook groups before midnight that day, a Facebook search shows.",neutral,
380,"In the last one year, Dhaka Television paid $800 for ads across four pages including its own, according to Facebook’s Ad Library.",neutral,
381,"Out of the dozens of groups examined by this newspaper, only three real people stood out as admins or moderators.",neutral,
382,"“We have around 300 groups that we use to run our campaign. We spread news about the development work of the government, and tackle fake news spread by the opposition,” said Sajid, who is the admin of at least 12 groups that this newspaper scanned.",positive,
383,"Called “The Drill,” the ruling party’s web team provides training on how to evade blocking and removals, and how to “evade” the “trap of fact-checking”, shows a post made on September 25, seeking recruits for a workshop on “Facebook Blocking/Restrictions”.",neutral,
384,"On October 29, the day after its Nayapaltan rally, BNP’s social media wings made two photo cards, claiming former journalist leader Rafiq Bhuiyan died after police hit him with teargas.",negative,
385,"The photo cards were shared by 13 pro-BNP pages, including its official handle “BNP Media Cell”. At least six of them were orchestrated together, sharing the cards within minutes of each other.",neutral,
386,"The photo cards did incredibly well on social media, with BNP media cell’s post getting nine times more traction than the other posts on its page on that occasion.",positive,
387,"The rumour travelled fast. Last Sunday, Robert F Kennedy Human Rights, a Washington-based advocacy centre on human rights, shared a statement claiming that Bhuiyan was killed by the police.",negative,
388,"Facebook’s Ad library shows that BNP’s official two pages spent $19,531 on political ads over the last one year.",neutral,
389,"Asked, BNP media cell’s member and head of BNP’s press wing Shairul Kabir said, “We are not into any propaganda. We only broadcast the activities of BNP. We are also not running any social media campaign.”",positive,
390,"A few hours after the BNP grand rally, Basherkella, the oldest pro-Islamist social media group in the country posted a short video on X, formerly twitter, showing two men lying on the street among rubbles, purportedly victims of the BNP grand rally.",negative,
391,"“Heartbreaking scene in #Bangladesh as the bodies of pro-democracy activists are left lying in the streets. These innocent lives were taken in brutal killings by the #Police, ordered by the #DictatorHasina. They were stand up for #VotingRights at an opposition party’s grand rally,” the post read in English.",negative,
392,"To cover the October 28 rally, The Daily Star fielded nine reporters and five photojournalists. Other media houses deployed their own reporters and camerapersons, a few hundreds of them. None of them, including the 14 journalists of this newspaper, reported seeing any such bodies anywhere.",neutral,
393,"An analysis of some pro-BNP Facebook pages that are used to spread anti-government sentiments, disinformation and rumours shows that many of their admins are located abroad.",negative,
394,"On the other hand, the admins of some 50 pro-AL pages that we examined are almost all located in Bangladesh, show Facebook’s transparency features.",positive,
395,"Since 2017, Bangladesh has been using Open-Source Intelligence (OSINT) method to gather publicly available information and to act accordingly.",positive,
396,"Through this method, National Telecommunications Monitoring Centre carries out “social media interception” as part of its cyberspace monitoring. It also uses a content blocking and filtering system to counter anti-state content, according to its latest quarterly report.",positive,
397,"Over the last three months, the Cyber and Special Crime Division of police shut down operations of at least 700 pages, IDs, and social media groups for spreading rumours.",positive,
398,"“Vested quarters are trying to spread rumours and propaganda to portray Bangladesh as a dysfunctional state ahead of the national election. Rab’s monitoring cell is constantly working on it,” said Commander Khandaker Al Moin, director of the legal and media wing of Rab.",neutral,
399,"However, law enforcers cannot take down any social media content posted from outside the country.",negative,
400,"“They cannot be brought back for legal reasons so they are constantly spreading disinformation,” said Md Najmul Islam, additional deputy commissioner of the CTTC’s cyber crime unit.",negative,
401,"Law enforcement officials will not say it openly, but social media analysts say the government agencies predominantly target anti-government actors.",neutral,
402,Election Commission officials say they are aware of the disinformation campaign on social media ahead of the election.,neutral,
403,"In August, Facebook and TikTok officials sat with EC officials to discuss the matter.",neutral,
404,"“We discussed how to prevent propaganda that spreads via Facebook, especially hate speech and communal speech, and disinformation. We also discussed how these will be deleted, removed, and blocked,” EC Additional Secretary Ashok Kumar Debnath said about their meeting with Facebook.",positive,
405,Students of Mymensingh Polytechnic Institute and local residents have been suffering for a year due to delayed drain construction work in front of the institution.,negative,
406,"The drainage work beside Dhaka-Mymensingh Highway in front the institute should have been completed much earlier but it is being done at a snail’s pace, said students and locals.",negative,
407,"The road directly connects to Mymensingh city, Mymensingh Medical College Hospital and Maskanda Inter-district Bus Stand.",neutral,
408,"There are some 6,500 students in seven departments of the institute.",neutral,
409,"Students alleged that dust from the construction site during dry season, and mud in the monsoon, cause untold sufferings. Due to the delayed construction, the internal drainage system of the institute has been completely blocked and the whole campus was flooded, leaving the classrooms and 20 laboratories of the institute on the ground floor submerged after the recent record rainfall.",negative,
410,"The practical classes of the institute are being hampered as the laboratory equipment were affected severely, said Homaira, a second-year student.",negative,
411,"Masum Mia, a shopkeeper in the area, said their businesses are being affected due to delay in drain construction work as a lot of dust is produced from the site.",negative,
412,"Rafiqul Islam Miah, chief engineer of Mymensingh City Corporation, said UDC Construction, a firm from Dhaka, is assigned to do the drain work as part of developing a drain network from the city’s Alamgir Mansur Memorial College to Maskanda.",neutral,
